PID,Name,Path
608,winsrv.dll,C:\WINDOWS\system32\winsrv.dll
608,GDI32.dll,C:\WINDOWS\system32\GDI32.dll
608,KERNEL32.dll,C:\WINDOWS\system32\KERNEL32.dll
608,USER32.dll,C:\WINDOWS\system32\USER32.dll
608,sxs.dll,C:\WINDOWS\system32\sxs.dll
608,ADVAPI32.dll,C:\WINDOWS\system32\ADVAPI32.dll
608,RPCRT4.dll,C:\WINDOWS\system32\RPCRT4.dll
608,Secur32.dll,C:\WINDOWS\system32\Secur32.dll
632,winlogon.exe,\??\C:\WINDOWS\system32\winlogon.exe
632,kernel32.dll,C:\WINDOWS\system32\kernel32.dll
632,ADVAPI32.dll,C:\WINDOWS\system32\ADVAPI32.dll
632,RPCRT4.dll,C:\WINDOWS\system32\RPCRT4.dll
632,Secur32.dll,C:\WINDOWS\system32\Secur32.dll
632,AUTHZ.dll,C:\WINDOWS\system32\AUTHZ.dll
632,msvcrt.dll,C:\WINDOWS\system32\msvcrt.dll
632,CRYPT32.dll,C:\WINDOWS\system32\CRYPT32.dll
632,MSASN1.dll,C:\WINDOWS\system32\MSASN1.dll
632,USER32.dll,C:\WINDOWS\system32\USER32.dll
632,GDI32.dll,C:\WINDOWS\system32\GDI32.dll
632,NDdeApi.dll,C:\WINDOWS\system32\NDdeApi.dll
632,PROFMAP.dll,C:\WINDOWS\system32\PROFMAP.dll
632,NETAPI32.dll,C:\WINDOWS\system32\NETAPI32.dll
632,USERENV.dll,C:\WINDOWS\system32\USERENV.dll
632,PSAPI.DLL,C:\WINDOWS\system32\PSAPI.DLL
632,REGAPI.dll,C:\WINDOWS\system32\REGAPI.dll
632,SETUPAPI.dll,C:\WINDOWS\system32\SETUPAPI.dll
632,VERSION.dll,C:\WINDOWS\system32\VERSION.dll
632,WINSTA.dll,C:\WINDOWS\system32\WINSTA.dll
632,WINTRUST.dll,C:\WINDOWS\system32\WINTRUST.dll
632,IMAGEHLP.dll,C:\WINDOWS\system32\IMAGEHLP.dll
632,WS2_32.dll,C:\WINDOWS\system32\WS2_32.dll
632,WS2HELP.dll,C:\WINDOWS\system32\WS2HELP.dll
632,IMM32.DLL,C:\WINDOWS\system32\IMM32.DLL
632,MSGINA.dll,C:\WINDOWS\system32\MSGINA.dll
632,COMCTL32.dll,C:\WINDOWS\system32\COMCTL32.dll
632,ODBC32.dll,C:\WINDOWS\system32\ODBC32.dll
