Offset,LocalAddress,RemoteAddress,PID
0x82085160,192.168.78.128:1645,23.21.63.149:80,540
0x81fb7008,192.168.78.128:1648,184.51.126.50:80,540
0x820af170,192.168.78.128:1649,157.166.249.11:80,540
